,Hotel,Review,Score
5407,Mondrian London, nothing,0
5408,Mondrian London, When I booked I was informed I d be given priority early check in and priority late check out I didn t need the late check out but wanted an early check in When I called the hotel directly to organise this they were very unhelpful and unwilling to give me early check in I even got staff at booking com to call them directly and even then they were unable to help with this request which was very disappointing and started my experience with Mondrian negatively ,-0.2936
5416,Mondrian London, The checkout process could be quicker with self checkout But the staff were still attentive and polite ,0
5417,Mondrian London, There were no parking spaces left at the hotel this is the second time this has happened whilst staying here The staff were not helpful regarding this matter ,-0.5318
5421,Mondrian London, Guests should be able to get a seat in the rumpus room Large groups reserved them all that night Drinks are expensive plus tips make an average 15 for us but we expected that ,0
5426,Mondrian London, Nothing,0
5428,Mondrian London, Sometimes bathrobe towels and milk for tea sometimes missed after cleaning so I needed to leave a message to cleaner what we needed next morning ,-0.1779
5431,Mondrian London, Nothing everything was perfect,-0.4585
5432,Mondrian London, Rumpus room worth trip up to see the views but not to drink as expensive very poor effort into cocktails ,-0.6297
5433,Mondrian London, expensive but hey it central London ,0
5435,Mondrian London, Despite the fact I had pre paid for the room they requested a pre auth of 200 2 days later this money is still not returned to my card which they say is the error of the card company but I will pay as I go from now on there will be no pre auth of my card,-0.6428
5436,Mondrian London, Wasn t mad about the loud cool music in the foyer area ,-0.2263
5437,Mondrian London, Nothing really I couldn t fault the hotel at all,-0.4019
5438,Mondrian London, Breakfast was not included in the package and it was rated as additional cost with high price ,0
5443,Mondrian London, The booking of an extra night as I split this between booking com and the hotel was difficult The hotel had difficulty combining the bookings so the room was not valeted on the changeover day until requested ,-0.5994
5444,Mondrian London, drinks very pricey,0
5446,Mondrian London, Dining experience was disappointing particularly the mains,-0.4939
5447,Mondrian London, Prices for food drink are expensive with an automatic 12 5 surcharge 2 buffet breakfasts very ordinary over 51 There was also an extra 30 put on my bill I am still trying to find out why ,0
5448,Mondrian London, Nothing ,0
5454,Mondrian London, Standard room bed size is too small 2 persons slim can barely toss and turn Uncomfortable and key reason for not coming back to the hotel Also when the shift changes the service was poor We asked for water 3times and it finally arrived after 40 minutes Over priced ,-0.6908
5455,Mondrian London, Absolutely nothing ,0
5457,Mondrian London, Not everyone might agree with the decor but it has been interior designed to a high standard ,-0.1419
5461,Mondrian London, we booked a double double room thought was extra double so no spacing and we had to pay extra for a bigger room which was very nicely ,-0.0189
5465,Mondrian London, Buffet breakfast was expensive as were the drinks in the bar ,0
5466,Mondrian London, Very difficult for someone with claustrophobia small lifts and no guest stairs had to get help every time to use a scruffy staircase through back corridors not pleasant ,-0.6117
5470,Mondrian London, nothing ,0
5473,Mondrian London, Breakfast was very expensive and standard rooms are small ,0
5476,Mondrian London, N ,0
5478,Mondrian London, The restaurant Noisy and busy Limited choice and regular food salad burger in fact it s the same menu proposed for room service Nothing fancy,-0.3818
5481,Mondrian London, Hotel bar very noisy with DJ and maybe better suited for younger guests Nowhere to relax quietly at the end of the day before going up to one s room Extras very very expensive ,-0.1278
5482,Mondrian London, Unable to reserve a table to have drinks on the same day so No preference to hotel guests ,-0.4341
5483,Mondrian London, The rooms without a river view had a pretty poor view of dull buildings ,-0.3818
5484,Mondrian London, Breakfast was not good value for money Price tags on items in the room such as the alarm clock seemed a bit tacky,-0.7043
5487,Mondrian London, Service in the sea containers restaurant wasn t of standard expected and we couldn t get served in the bar even though it wasn t busy ,0
5497,Mondrian London, The shower made disturbing noises Had expected a 5 star hotel to have slippers and bathrobes in the room ,-0.5106
5500,Mondrian London, We only had one night ,0
5501,Mondrian London, The mini bar was a bit misleading think you should go out there to make customers know it s not complimentary ,-0.6256
5503,Mondrian London, The media system in the room did not allow my Android phone to connect via Bluetooth,-0.1695
5504,Mondrian London, No slippers in the room but these were promptly provided when requested ,-0.1531
5509,Mondrian London, Room didn t have hot water Had to get the engineers in before getting everything sorted after half an hour Bar staff at the Dandelion was rude an obnoxious especially while trying to buy a drink Kept pushing past us after they told us to move to another part of the bar Extremely unacceptable when you re working in a supposedly 5 star hotel Waiters at the breakfast weren t pleasant either giving a rude look when we mentioned we needed a while to decide what we wanted Took 15 minutes to pay the bill having had to ask the maitre d for service,-0.7902
5510,Mondrian London, Nothing ,0
5511,Mondrian London, I do hate hotels where you can t open any windows so they re either stuffy or noisy with the air con on ,-0.6597
5513,Mondrian London, Overcrowded bar without flexibility for hotel guest you have not booked your table no option to enjoy your pre dinner drink ,-0.0093
5515,Mondrian London, The weather but hey ,0
5516,Mondrian London, Breakfast for the price charged could be improved lacking in places chipped and stained milk jug cold plates for hot buffet fruit salad is a cheap route for a quality hotel and in my opinion the breakfast is a weak link in the quality of the hotel ,-0.1531
5519,Mondrian London, Booking com and the hotel need to state that breakfast is not included in the rates ,0
5520,Mondrian London, We had a private patio superior room on the 3rd floor But were woken up before 07 00hrs by very noisy building works on the Sat morning ,-0.0617
5521,Mondrian London, One of the reasons for choosing the hotel was the bar on the 12th floor pity no one told us that it was closed on Sunday night very disappointed we were looking forward to enjoying the view out at night pity the room had no view,-0.7778
5523,Mondrian London, No business centre Concierge was not very knowledgeable ,-0.296
5524,Mondrian London, Drinks were very expensive 50 for 3 There is a building site next to the hotel so in the day it is noisy ,-0.1779
5525,Mondrian London, We came back late after a concert and dinner and wanted to drink in the bar but it was closed We thought all hotel bars stayed open for their guests ,0
5526,Mondrian London, Room too hot Windows wouldn t open Roof bar overlooking Thames closed Pretentious description of hotel and its services ,0
5528,Mondrian London, Nothing ,0
5529,Mondrian London, The landline in our room did not work ,0
5535,Mondrian London, The breakfast was not brilliant kept having to ask for more tea and thought was overpriced for the quality ,-0.4717
5537,Mondrian London, When we went for breakfast it was 10 minutes before breakfast was to end The hostess was very rude to us After we ordered just at the end of breakfast what appeared to be a very important customer was seated beside us We were completely ignored for the whole of our time in the restaurant as this table was fawned over We weren t offered coffee top ups water or any form of service you would expect from a five star establishment My food was burned and did not taste very good To be ignored is one thing But when a table is seated next to you and plates upon plates of food is being brought to them whether they wanted it or not adorned with Juices coffees teas and fresh fruit while we are being completely ignored is incredibly unpleasant and left us with a very poor view of the restaurant and hotel Then we were charged a lot of money for a very poor breakfast ,-0.9694
5542,Mondrian London, No towel railing in the bathroom ,-0.296
5543,Mondrian London, It is a bit pricey but I guess you get what you pay for ,-0.1531
5544,Mondrian London, Public areas and corridors too dark and gloomy for me Also the trendy design of furniture fittings etc in bedroom make for very impractical facilities ,-0.1531
5545,Mondrian London, After 5 nights in s hotel you generally get to know some of the staff or get some acknowledgement Not here Quite bland service,0
5548,Mondrian London, Dirty towels skybar was closed until 20 30 and we were not advised either before hand or at checking This was very disappointing Lot of noise in the hotel from guests We upgraded the room and up graded the view to a building site ,-0.4927
5550,Mondrian London, Nothing all ok ,-0.2235
5552,Mondrian London, Hotel guests get no better treatment in the bars than someone who walks in off the street can t get a seat or table without a reservation people who pay to stay should always come first,-0.4226
5554,Mondrian London, Nothing everything was great,-0.5096
5556,Mondrian London, Building works next door started at 8am on the Saturday morning beyond the hotels control but no prior warning was give that building works were going on ,-0.0634
5558,Mondrian London, Unfortunately as the room was located on the inside of the hotel there was no mobile phone reception This was a bit of a drawback as you had to leave the room to make or receive a call as a result ended up checking out earlier than planned ,-0.5859
5559,Mondrian London, The cost of the KIT KAT from the mini bar ,0
5560,Mondrian London, nothing,0
5563,Mondrian London, No bath just a shower For the price paid this should be obligatory Also no towel rail heated or otherwise No explanation of how to operate the lifts which needed a swipe of your key card before pressing your floor number Took us a few goes to realise We only received one key card but when my husband left the room while I had a rest he had to leave this so I could have power but this meant he couldn t use the lifts and the stair doors were locked He had to go all the way down to the spa and ask them to let him out ,-0.4497
5564,Mondrian London, One loo cistern in our room was very very slow to refill ,0
5565,Mondrian London, There is no jacuzzi sauna or indoor pool in the spa while we took that kind of hotel to benefit from those facilities Cheap coffee in the room no nespresso for that price Cheap shower gel nice packaging but bad quality a bit like the hotel Therefore the very high price is completely not justified We arrived late in the day and were told that they just had rooms for disabled available 1 Its is not very romantic to be in such a room and we had planned a romantic weekend 2 Not practical either as the shower and toilets are too low 3 We could move to another normal room the next day that we did but frankly who likes waisting time to do so when you just have one weekend the viennoiseries from the breakfast were dry and cheap the location of the hotel when its raining or cold or when you carry a suitcase walking to waterloo station or southwark is just too far Im very surprised that people give a good rating to the location of this hotel the surroundings are empty there is no closeby subway station On the map it looks close to Oxford street but practically it will take you 40 mn to get there we paid around 250 pounds per night to basically sleep in a bed in London If I had known I would have taken a standard hotel in the center another common practice I didn t like they charged without asking 200 pounds extra on top of the price of the room on the day of arrival to cover for the potential future expenses we may have during our stay For those abusive prepayments my bank is charging fees that is a percentage of the amount If they had asked me before I would have given a cash deposit instead Typically the kind of hotel who does not respect its customers assuming they are rich and don t care about money That fits well with the snobbish attitude from the reception and the fake high level of service when we arrived a valet took our suitcases ,-0.1551
5567,Mondrian London, Parking prices were abit extreme at 35 pound per night When there Is a car park within walking distance that charges 10 pound a day,-0.2732
5568,Mondrian London, Air con was slightly noisy but it didn t affect our sleep ,-0.0525
5570,Mondrian London, The deposit that we have to pay 100 for every night the location is far from the shopping area ,-0.1027
5571,Mondrian London, The prices of the food and drinks were high but we were aware of that before we arrived and there are many other options in the area ,0
5572,Mondrian London, Minibar snacks on display a little too close to the bed in this room layout but nothing to be really bothered about ,-0.5251
5573,Mondrian London, They take 100 from your credit card and 3 days later it is not back in my account I think this is disgraceful I understand taking an imprint for incidentals but I have never had money taken from my account before at check in The receptionist was borderline rude when o questioned this practice It would put me of staying here again ,-0.5859
5574,Mondrian London, It appears the area surrounding the hotel is being developed alot the moment although this didn t really affect us directly much and wont be a permanent problem ,-0.4019
5575,Mondrian London, The bed was very firm and the spa needs a swimming pool,0
5576,Mondrian London, Nothing at all,0
5577,Mondrian London, The price for the food and drinks were a bit much,0
5579,Mondrian London, Beds were uncomfortable but that is personal preference Didn t like the fact the room had no wardrobe just a curtain and a curtain rail ,-0.09
5582,Mondrian London, I ve booked in with my wife and my 10 month old son I requested a baby travel cot the court did not have a mattress and had a folded up blanket which was very very uncomfortable you can literally feel the wood the bed that we were sleeping with in me and my wife was very uncomfortable and the room temperature was an adjustable call reception No 1 turned up what s the weather,-0.8055
5583,Mondrian London, Not the hotels fault could be booking com s fault or mine but I never saw anything about this bit the hotel take 100 extra when checking in incase you order something or use the minibar and they refund the 100 or what s left then you check out bit I wasn t told about this Minibar was quite expensive but what hotel has a cheap minibar,-0.057
5587,Mondrian London, The only qualm is that we had breakfast at Sea Containers which was quite expensive but tasty,0
5588,Mondrian London, Nothing,0
5589,Mondrian London, The tv kept cutting out 20minutes into it being on Didn t bother us too much as it was just on for background noise whilst getting ready or when we was having a cup of tea in the morning Mini bar was a bit pricey as to be expected 1 night cost us 300 plus 100 refundable deposit which i didn t know about until arriving checking in hence the slight mark down We had the private patio however it didnt feel very private I felt like people above us could see us which made me feel a bit uncomfortable,-0.128
5590,Mondrian London, Noise volume in the bar TV failed the whole four days we were there volume no room to sit in the rumpus room snack menu is a little pretentious and overpriced ,-0.6705
5591,Mondrian London, Couldnt turn lights out at night may have been damaged and it was very warm in the room despite having air con on full blast ,-0.1796
5595,Mondrian London, Just how expensive room service was One morning I had breakfast it came to 100 Crazy room service prices ,-0.34
5598,Mondrian London, The Skybar is too crowded and too expensive I propose that hotelguests should get priority for reservations and that they are notified at the reception during check in ,0
5601,Mondrian London, Bell boy lost our bag took nearly 2 hours for hotel manager to find my bag as it was taken to an incorrect room ,-0.3182
5602,Mondrian London, Not told the full story about a room upgrade had to ask for tea and coffee room not particularly clean Spa very poor and everything very over priced ,-0.7066
5605,Mondrian London, Nothing ,0
5607,Mondrian London, No complaints It s difficult to have a drink or breakfast there without paying a lot so except for one drink in the bar we chose to eat and drink elsewhere ,-0.0624
5608,Mondrian London, The bar staff in the Rumpus room were a little abrupt,0
5611,Mondrian London, Did not like that breakfast was not included Did not like that their was only one small bottle of water left in the room ,-0.4973
5612,Mondrian London, Overpriced drinks we were also asked if we had booked when going into hotel bar ,0
5613,Mondrian London, Nothing at all perfect,-0.4585
5614,Mondrian London, Nothing although would love a jacuzzi or pool in their spa gym ,-0.5216
5619,Mondrian London, Very poor communication on meal and then rooftop bar package terrible value for money Promised seating in the bar area as we paid 199 00 for 1 bottle of Champagne and table and seats On the night there was no table and no seats They advised that they had miss sold the package No compensation offered Also pre authorise your credit card but then take the money but was told nothing would be taken They now have 200 00 of my money that they say will be paid back Would not recommend due to the poor ability to sell correctly and also a very curt attitude from the female restaurant manager on New Years Eve All in all a massive disappointment having spent over 1500 00 for two night stay Not to be recommended ,-0.9136
5620,Mondrian London, Felt it was overpriced nearly 400 for one night and that doesn t even include a cup of coffee,0
5622,Mondrian London, Didn t understand why the rumpus rooftop bar was over 21 which was very disappointing ,-0.5413
5623,Mondrian London, Delivery charge for room service and no gluten free options ,-0.5996
5625,Mondrian London, Could not get into the bars as they were all full would not expect to have to book a time slot when staying at the hotel,0
5626,Mondrian London, Although parking at the hotel was not advertised and therefore we parked elsewhere when we arrived at the hotel it was offered and by then it was too late Staff were dressed very casually and at first thought they were guests We wanted to drink in the bar in the evening as a family and the bar was one of the main reasons to stay at the hotel but to our suprise they asked us to leave because our son was 17 and not 18 Although I understand the reason for this we were not informed at time of booking about this and felt embarrassed when we were asked to leave We were guests at the hotel and my son was accompanied by us ,-0.5193
5632,Mondrian London, Breakfast staff were quite sloppy and forgot our order Tea should have been served in pots Went cold quickly Bath robes should be available It was not clear to us that there was no pool in the spa We tried to book a treatment 5 days in advance and were told it was too busy Hotel guests should take priority perhaps Breakfast is very overpriced Most hotels include continental in the price of the stay ,-0.5242
5633,Mondrian London, The room service pizza was terrible Actually was the worst pizza I ve ever eaten ,-0.802
5635,Mondrian London, Had to ask for slippers robes No access to outside terrace of Rumpus bar after 10pm too noisy for neighbours apparently Cosmopolitan cocktails a little measly for the price tag ,-0.4404
5636,Mondrian London, Perhaps because it is so new or so expensive the Mondrian had a slightly cold unhomely feel to it There was also not much complimentary included The horticulture on the terrace was v poor ivy mostly dead things in pots ,-0.8691
5637,Mondrian London, Just the sleeping night 1 the emergency exit light in the room is REALLY bright so I kept waking up Then the alarm went off which we didn t set at 7am Maybe we should ve checked it The final night we were woke up by hammering in the hotel it was 9am on a Monday so I understand people have started work at this time but being our last lie in day before starting work again on Tuesday it was a bit of a disappointing way to be woken ,-0.6527
5645,Mondrian London, Inefficient check in process No up front warning about closed access road No valet parking Small poorly equipped room no bath smallish bed poor view for the price ,-0.8779
5649,Mondrian London, Restaurant quite pricey for quality of food and our meal disturbed as we had a table located near doors and constant flow of people in and out for smoking which made experience a bit breezy ,-0.3818
5651,Mondrian London, Nothing ,0
5652,Mondrian London, Drafty seating in restaurant on first night We sat next to the doors which kept opening for the smokers ,0
5655,Mondrian London, Check in procedure was very slow Despite arriving at 3pm where rooms are guaranteed to be ready we had to wait a further hour to have a room which was disappointing There was also work being carried out in the carrier on the hotel so were woken to loud drilling noises For the money paid very dissapointing,-0.1779
5656,Mondrian London, Small hiccup about our late checkout had to prove to the staff we weren t being dishonest A glitch and a one off though on the few good stays we had there ,-0.2023
5657,Mondrian London, Pressure low on shower well not a power shower Hotel residents get no preferential treatment when request a seat at the bar ,-0.5267
5658,Mondrian London, Only a double bed in room Poor complimentary drinks section mini bar prices were extortionate even by 5 standards ,-0.0516
5659,Mondrian London, There was some construction going on on the floor above us with noise from 8am The hotel had no control over this unfortunately,-0.6059
5662,Mondrian London, Long queue at checkout ,0
5663,Mondrian London, Rooms feel a bit like inside a submarine Some idiot smoked in the bathroom above us and tee were woken up but the stench of cigarettes at 4am The staff were quick to respond and offered us a free breakfast,-0.1027
5664,Mondrian London, Reserved table in rooftop bar far too dark couldnt hear yourself think Went to bottom bat music far too loud there too ,0
5667,Mondrian London, Upon entering the room only 1 bath robe was provided The bathroom comes without a drying rack too I headed to the front desk and made requests pertaining to housekeeping and room service departments Despite the front desk staff s confirmation of my requests housekeeping staff which came 10 15mins later had an item missing Also the room service staff never came And after waiting more than 30mins I called to verify if I could order ice as I have been waiting It took a total of 45mins before I finally got them ,-0.296
5671,Mondrian London, That I could only stay one night ,0
5674,Mondrian London, I thought some of the photos on the website were misleading For example the room looked massive on the website but was fairly standard in reality Also the photos showed a pool in the spa but there isn t a pool there is a projection of a pool from a projector located in the ceiling projecting rippling water onto the floor Hugely disappointing ,-0.7642
5675,Mondrian London, The rumpus bar at a function on every night i was there and it was on the same floor as my room which was not ideal I wanted to take mates to rumbus bar but it was not possible during this time ,-0.2235
5681,Mondrian London, The hotel uses a fragrance through the hotel and rooms The fragrance caused a bad allergic reaction for my wife The staff showed a lack of sensitivity to it and the hotel says they wont change it So if you are allergic to fragrances don t stay here ,-0.8481
5682,Mondrian London, Tried to book over the phone but a very unhelpful woman wanted to charge me 20 than I could book via Booking com After lots of e mails where she wanted me to jump through hoops I booked by Booking com and saved myself 20 Terrible service from the people taking bookings Will not ring them again ,-0.1154
5685,Mondrian London, I couldn t use the lift or get into our room due to our key cards being switched off to early on our departure day ,0
5686,Mondrian London, Nothing ,0
5688,Mondrian London, Of course you pay high prices for the location,-0.1027
5690,Mondrian London, check in took us 35 as there was a big group checking in prior to us I have seen this in other hotels but they always manage to allocate at least one desk for non group check ins Really a painful waste of time if you are in London for one Sunday afternoon,-0.8542
5692,Mondrian London, Not the best value for the money Little pricey for room size ,-0.6602
5694,Mondrian London, Check in staff not overly friendly Had to wait a bit for checkin and checkout The bars reataurants are crazy expensive ,-0.6159
5695,Mondrian London, Nothing Rooms slightly small but it is London ,0
5697,Mondrian London, Wasnt told that the rooftop bar was closed on Sunday s and Monday s until it was too late to schedule another time to visit it ,0
5698,Mondrian London, In front of the entrance was some new building constructions and sometimes noises were heard in the room from the upper or next door repairs or arrangements ,0
5704,Mondrian London, I asked for foam pillows but was going out almost on arrival I was told they would arrange on my arrival at room after an evening out they were not there I was too tired to fix so slept without pillows,-0.5927
5708,Mondrian London, Good value for money but not great For the money paid I would expect a little more maybe a Nespresso coffee maker iPod dock etc ,-0.4197
5712,Mondrian London, Fire drill was badly conducted No announcement was heard from our room 346 when we got to the reception we were told an announcement was done but we didn t hear it ,-0.5187
5714,Mondrian London, Parking a joke Access poor by road albeit there were roadworks in place Check in and Check out experience took way too long and was not provided with a folio to check charges Room was not ready when we arrived at 14 45 Hugely inconvenient as we had to get to an event and could not freshen up ,-0.7784
5718,Mondrian London, Asked for poached eggs they took some time to come my husband had eaten his breakfast by then The eggs when they arrived were almost boiled eggs rather than the poached disappointed especially with the 42 00 I payed ,-0.4767
5721,Mondrian London, Unfortunately the rooftop bar doesn t open on a Sunday or Monday the 2 days we stopped so we were disappointed to not get chance to visit ,-0.8128
5722,Mondrian London, Staff at the Rumpus room were a little rude and patronising I am being kind This seems to be a trend judging by other on line reviews Possibly the management s method for positioning the venue in the market Although I doubt it ,-0.204
5726,Mondrian London, Have stayed here around 7 or 8 times now and recognise most of the staff but they still don t recognise us A minor quibble have booked again for September,0
5729,Mondrian London, Adjacent building loud jack hammer and drilling construction noises and difficult to access property by taxi VERY NON PRIVATE GARDEN PATIO FROM UPPER FLOOR GUEST AND OFFICE BUILDINGS WORKERS JUST ABOVE FLOOR 3 ,-0.3612
5735,Mondrian London, the bedroom was a bit drab and it was very disappointing not to be able to use the bars because the tables were always pre booked ,-0.5413
5737,Mondrian London, Service charges even on drinks from the bar We weren t told that Vat was added to the upgrade price we were quoted,-0.2732
5738,Mondrian London, Construction activity restricted taxi access Booked on line Not clear that view was not of the Thames Had to upgrade to get Thames view,-0.5837
5742,Mondrian London, Guard dude at the roof bar and the fact that you had to book seat just to pay for pricy drinks ,-0.1027
5743,Mondrian London, Not a 5 star 4 would be more appropriate No newspapers No good lounge areas Very plain and sterile hotel Would be devastated to pay full rate ,-0.8124
5744,Mondrian London, The design edge was lost on us both Once again designers who probably have not travelled extensively allowed to run riot Try simple improvements like towel rails in the bathrooms ,-0.2732
5745,Mondrian London, Wardrobe space a little too small No room for a large case TV could be larger ,-0.235
5746,Mondrian London, Nothing Impeccable standard,0
5747,Mondrian London, Breakfast service was catastrophic when I mentioned this though management took this off the bill immediately very professional,-0.4939
5751,Mondrian London, You need a degree to work out how to put the ironing board up I was worn out and didn t have the energy to put it back Toiletries a bit boring ,-0.34
5753,Mondrian London, Only one slight downside was the location in London itself which was slightly out of the way if wanting to walk everywhere but tube stations nearby so not a big issue ,-0.0909
5754,Mondrian London, Extremely disappointed that the roof bar was closed for a private venue with no prior warning as it s what We were most looking forward to A light switch for the mirror fell off ,-0.551
5759,Mondrian London, Nothing ,0
5762,Mondrian London, Apart from our room not being ready As guests we weren t told there was a dress code for the rooftop bar I booked it as thought it a perfect place to propose to her My partner had flip flops We were barred from entry yet other people were going in flip flops and shorts We were eventually told we would be allowed in for one drink by the stuck up bar manager We said no because we would feel uncomfortable as wouldbe watched like a hawk considering we were booked in for 2 hours We complained to the concierge who was as helpful as a bout of haemorrhoids We left the hotel for dinner and I sent a complaint email to the hotel and they responded that evening offering us either a free drink in their downstairs bar I said no as they had already ruined the opportunity for me to propose to my partner They offered us free breakfast which we took up with them ,-0.3632
5763,Mondrian London, a bit away from city center breakfast expensive for content but alternatives in surroundings unpractical to watch tv from bed no master switch for bedroom lights from bed ,-0.4215
5764,Mondrian London, Lots of construction sites nearby and the roads are closed But I guess that is a common problem in London if not the entire UK ,-0.5499
5765,Mondrian London, The fact that when you put a Debit Card down on the room in case you have anything from the mini bar etc that they insist on taking 100 out of the account then will refund it when you leave Did not like that the Standard rooms did not have a bath when the price was 188 you would expect this,-0.3204
5767,Mondrian London, When we checked in Britney offered me the disabled room stating the only difference was the bed is lower and the shower is a curtain not glass She did not mention the room was made up for 1 person only 1 robe 1 bottle of water the shaving mirror was at waist height the sink even lower and the bed was so bouncy I almost bounced out of the room,-0.5267
5769,Mondrian London, The chair and foot stool in the room shed hair which made it look as though they hadn t been cleaned sufficiently ,0
5770,Mondrian London, More places to hang towels ,0
5773,Mondrian London, Lack of pool and leisure facilities,-0.3182
5775,Mondrian London, Stain found on sheet,0
5777,Mondrian London, Downstairs was always very busy nowhere to have a quiet brew and read the paper ,0
5779,Mondrian London, Bit overpriced no breakfast included,-0.296
5782,Mondrian London, That we had to go ,0
5784,Mondrian London, Cocktail bar disorganised Drinks extremely expensive ,0
5785,Mondrian London, One glass of wine one g t two burger and chips 80 00 Quid blackmail ,0
5786,Mondrian London, The breakfast,0
5788,Mondrian London, The hotel over charge 1000 pounds from my credit card horrible ,-0.2263
5791,Mondrian London, Coffee in room was awful ,-0.4588
5793,Mondrian London, Tariffs to upgrade rooms,0
5796,Mondrian London, Reception area a bit dark and dingy,0
5797,Mondrian London, The drinks in both hotel bars were extremely expensive ,0
5799,Mondrian London, The reception area Architecture gone mad ,-0.4939
5802,Mondrian London, Der Gestank vom Abfluss im Bad,-0.5423
5803,Mondrian London, V pricey,0
5804,Mondrian London, A little expensive but so is everything in London ,0
5805,Mondrian London, No kettle in room to make a cuppa ,-0.296
5806,Mondrian London, Breakfast too expensive,0
5808,Mondrian London, Food not value for money,-0.2584
5810,Mondrian London, Breakfast at 22 each but we just skipped that and had an early lunch so not a big drama,0
5811,Mondrian London, Undercooked poached eggs,0
5812,Mondrian London, No draft beer in the hotel only bottles at crazy prices,-0.5574
5818,Mondrian London, Nothing,0
5819,Mondrian London, Nothing perfect Location,-0.4585
5820,Mondrian London, Nothing,0
5822,Mondrian London, Parking is not included 40 per night ,0
5823,Mondrian London, No bath and room small,-0.296
5825,Mondrian London, Bar menu was a little pricey ,0
5826,Mondrian London, A little pricey,0
5828,Mondrian London, Bar staff were rude and the room service and drinks were so overpriced,-0.4588
5829,Mondrian London, No indication on website that parking is 40 per night,-0.296
5830,Mondrian London, Parking is slightly expensive,0
5831,Mondrian London, It s not a perfect location,-0.4585
5832,Mondrian London, Quite busy meaning front desk staff somewhat stretched ,0
5833,Mondrian London, Nothing,0
5841,Mondrian London, N A,0
5846,Mondrian London, Very price drink food because I spent lots money to stay at hotel still pay all drink food very expensive ,-0.1027
5848,Mondrian London, nothing ,0
5849,Mondrian London, Expensive,0
5851,Mondrian London, The Mondrian seems to specialise in cold plates for hot food,0
5853,Mondrian London, The parking was terrible,-0.4767
5854,Mondrian London, Nothing,0
5855,Mondrian London, Breakfast range ,0
5856,Mondrian London, Too far from tube stations some staff unhelpful unfriendly,-0.3612
5857,Mondrian London, nothing all was good,-0.3412
5860,Mondrian London, Nothing,0
5861,Mondrian London, The Property style and absent of daylight ,0
5862,Mondrian London, Having to use a key fob in the lift to go up to different floors ,0
5863,Mondrian London, No pool,-0.296
5864,Mondrian London, The cocktail selection,0
5867,Mondrian London, nothing,0
5869,Mondrian London, Nothing,0
5870,Mondrian London, In room shower ,0
5873,Mondrian London, Cost of drinks,0
5874,Mondrian London, Nothing ,0
5876,Mondrian London, The charge of 22 person and the fire issue,-0.34
5877,Mondrian London, Fire alarm,-0.5859
5878,Mondrian London, Rooftop bar was closed,0
5879,Mondrian London, Blocked shower,-0.2732
5882,Mondrian London, A bit off the beaten track ,-0.4215
5883,Mondrian London, Long way from airport,0
5884,Mondrian London, Nothing simply perfect ,-0.4585
5886,Mondrian London, Noisy shower valves which vibrated and were noisy through the night ,-0.34
5888,Mondrian London, Nothing ,0
5889,Mondrian London, That the Bluetooth connection to the tv wasnt that good,-0.3412
5890,Mondrian London, Nothing,0
5892,Mondrian London, Queues at reception Roof terrace bar closed,0
5893,Mondrian London, The rooftop bar was closed ,0
5894,Mondrian London, Not enough staff in the den on Sunday morning and very expensive coffee ,0
5895,Mondrian London, Rumpus bar not open,0
5900,Mondrian London, A bit clinical in its approach Couldn t work out air con ,0
5902,Mondrian London, Not leaving room in the bar s for guests,0
5903,Mondrian London, We didn t know that Rumpus Rooms was closed for a refurbishment which was disappointing ,-0.4939
5904,Mondrian London, Not a thing perfect ,-0.4585
5906,Mondrian London, Nothing,0
5910,Mondrian London, Their was a fire at the hotel when evacuating one of the fire escape was locked,-0.4767
5911,Mondrian London, The picture for the hotel in the internet is kind of misleading We thought the hotel our room has river view ,-0.4576
5913,Mondrian London, Building work spoiled the arrival,0
5914,Mondrian London, The room was a little smaller than we thought ,0
5917,Mondrian London, Shame rumble bar closed for returb had looked forwards to this,-0.4767
5918,Mondrian London, Staff in bar made us feel really uncomfortable in fact we left ,-0.4391
5920,Mondrian London, Distance from underground ,0
5921,Mondrian London, A bit expensive ,0
5922,Mondrian London, Nothing,0
5928,Mondrian London, Nothing,0
5930,Mondrian London, Steam room limited opening times at weekend ,-0.2263
5931,Mondrian London, The food was awful and we had to send it back paid too much for what I received,-0.4588
5932,Mondrian London, Drinks etc where expensive but it s London prices I guess ,0
5933,Mondrian London, Lacked any soul,0
5939,Mondrian London, As above ,0
5943,Mondrian London, Nothing ,0
5944,Mondrian London, The bed ,0
5945,Mondrian London, Nothing ,0
5948,Mondrian London, nothing,0
5952,Mondrian London, Nothing,0
5954,Mondrian London, Nothing ,0
5956,Mondrian London, Reserving table just to have a drink in the bar,0
5958,Mondrian London, Breakfast included in price,0
5960,Mondrian London, The pipe work for the heat in the bathroom was very noisy ,-0.2484
5961,Mondrian London, Price was high but all hotels were similar to make money out of tourists ,0
5962,Mondrian London, We couldn t see the fireworks from the hotel,0
5964,Mondrian London, Not all the facilities were available over Christmas,0
5965,Mondrian London, No parking available,-0.296
5966,Mondrian London, The location is a bit off the metro station,0
5967,Mondrian London, only crisps ,0
5968,Mondrian London, Small room,0
5970,Mondrian London, No room with a view,-0.296
5971,Mondrian London, Leaving,0
5972,Mondrian London, No Nespresso machine in room,-0.296
5974,Mondrian London, late check in as they were very busy staff member was not particularly helpful and didn t keep us informed ,-0.3713
5978,Mondrian London, Nothing,0
5979,Mondrian London, Maybe cheaper breakfast would of made us have one,0
